month,town,flat_type,addresses,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,searchval,X,Y,lat,long,distanceWithMrt,distanceWithRaffles,distanceWithGdPri
2020-08,SENGKANG,4 ROOM,452B SENGKANG WEST WAY,19 TO 21,92,Model A,2015,93 years 10 months,454000,FERNVALE FOLIAGE,32524.5943,41721.89968,1.3935922,103.8739756,2402.977345,12461.63057,156.0882996
2020-08,SENGKANG,4 ROOM,451B SENGKANG WEST WAY,19 TO 21,92,Model A,2015,93 years 09 months,460000,FERNVALE FOLIAGE,32588.22329,41800.04786,1.394298934,103.8745474,2348.007228,12551.57736,176.1615845
2020-08,SENGKANG,4 ROOM,469A SENGKANG WEST WAY,19 TO 21,93,Model A,2016,95 years,445000,FERNVALE LEA,32981.69624,41976.55291,1.395895117,103.8780831,1992.216619,12810.78852,470.7746384
2020-08,SENGKANG,4 ROOM,433B SENGKANG WEST WAY,04 TO 06,93,Model A,2014,93 years 02 months,412000,FERNVALE PALMS,32916.20997,41754.71907,1.393888943,103.8774946,2016.903713,12578.3763,284.9993963
2020-08,SENGKANG,4 ROOM,432A SENGKANG WEST WAY,22 TO 24,93,Model A,2014,93 years 02 months,460000,FERNVALE PALMS,32883.67764,41849.98253,1.394750476,103.8772023,2062.827881,12664.32503,311.4201816
2020-08,SENGKANG,4 ROOM,452B SENGKANG WEST WAY,10 TO 12,92,Model A,2015,93 years 09 months,415000,FERNVALE FOLIAGE,32524.5943,41721.89968,1.3935922,103.8739756,2402.977345,12461.63057,156.0882996
2020-08,SENGKANG,4 ROOM,432B SENGKANG WEST WAY,16 TO 18,93,Model A,2014,93 years 02 months,436800,FERNVALE PALMS,32876.21892,41763.93876,1.393972329,103.8771353,2057.723477,12578.26664,253.5570638
2020-08,SENGKANG,4 ROOM,452A SENGKANG WEST WAY,04 TO 06,92,Model A,2015,93 years 09 months,398000,FERNVALE FOLIAGE,32581.39274,41716.93812,1.39354732,103.874486,2345.95739,12468.28526,108.7149796
2020-08,SENGKANG,5 ROOM,336D ANCHORVALE CRES,13 TO 15,115,Premium Apartment,2015,94 years 05 months,635000,ANCHORVALE COVE,34111.56115,42183.78424,1.397769025,103.8882359,1052.615669,13316.56877,701.9880557
2020-08,SENGKANG,5 ROOM,335B ANCHORVALE CRES,07 TO 09,111,Premium Apartment,2015,94 years 04 months,568888,ANCHORVALE COVE,34139.85496,42273.13472,1.398577072,103.8884902,1092.191667,13410.86428,773.9380646
2020-08,SENGKANG,5 ROOM,335A ANCHORVALE CRES,07 TO 09,111,Premium Apartment,2015,94 years 04 months,578000,ANCHORVALE COVE,34204.87138,42248.94364,1.398358283,103.8890744,1029.160074,13407.84345,730.242842
2020-08,SENGKANG,5 ROOM,335C ANCHORVALE CRES,13 TO 15,115,Premium Apartment,2015,94 years 04 months,645888,ANCHORVALE COVE,34102.59765,42258.97596,1.398449033,103.8881554,1109.341099,13385.88803,774.6591763
2020-08,SENGKANG,5 ROOM,301C ANCHORVALE DR,10 TO 12,110,Improved,2001,80 years 02 months,465000,ANCHORVALE COURT,34428.37813,41160.8823,1.388518203,103.8910825,604.1851662,12449.31243,395.1814677
2020-08,SENGKANG,5 ROOM,301A ANCHORVALE DR,07 TO 09,110,Improved,2001,80 years 01 month,445000,ANCHORVALE COURT,34500.21135,41216.60212,1.389022097,103.891728,513.1200339,12527.30171,350.2899283
2020-08,SENGKANG,5 ROOM,319A ANCHORVALE DR,10 TO 12,110,Improved,2002,81 years 02 months,5.00E+05,ANCHORVALE GROVE,34324.4027,41390.73198,1.390596903,103.8901483,606.3119677,12630.16109,184.8470528
2020-08,SENGKANG,5 ROOM,319C ANCHORVALE DR,01 TO 03,110,Improved,2002,81 years,520000,ANCHORVALE GROVE,34378.47198,41423.03312,1.390889011,103.8906341,547.2059601,12679.22208,134.8199109
2020-08,SENGKANG,5 ROOM,320D ANCHORVALE DR,13 TO 15,110,Improved,2002,81 years 01 month,525000,ANCHORVALE GROVE,34509.99723,41430.02488,1.390952212,103.891816,416.5581174,12731.62758,158.645273
2020-08,SENGKANG,5 ROOM,301D ANCHORVALE DR,10 TO 12,110,Improved,2001,80 years,420000,ANCHORVALE COURT,34452.78514,41148.39176,1.388405238,103.8913018,592.2618468,12446.22616,409.5202904
2020-08,SENGKANG,5 ROOM,320D ANCHORVALE DR,07 TO 09,110,Improved,2002,81 years 01 month,535000,ANCHORVALE GROVE,34509.99723,41430.02488,1.390952212,103.891816,416.5581174,12731.62758,158.645273
2020-08,SENGKANG,5 ROOM,311C ANCHORVALE LANE,01 TO 03,111,Premium Apartment,2002,81 years 04 months,365000,ANCHORVALE VISTA,33688.71684,41498.45852,1.391571274,103.8844362,1229.627301,12531.51975,724.2027131
2020-08,SENGKANG,5 ROOM,312B ANCHORVALE LANE,04 TO 06,111,Premium Apartment,2002,81 years 03 months,402000,ANCHORVALE VISTA,33806.86113,41516.47871,1.391734219,103.8854978,1111.417413,12583.91988,605.0941712
2020-08,SENGKANG,5 ROOM,306A ANCHORVALE LINK,16 TO 18,110,Improved,2002,80 years 08 months,435000,ANCHORVALE PLACE,34202.03027,41344.59377,1.390179672,103.8890486,735.8383462,12545.17193,296.0360937
2020-08,SENGKANG,5 ROOM,305A ANCHORVALE LINK,13 TO 15,110,Improved,2002,80 years 06 months,445000,ANCHORVALE PLACE,34103.93325,41148.00666,1.38840183,103.8881671,826.6440462,12325.90799,510.3490832
2020-08,SENGKANG,5 ROOM,302A ANCHORVALE LINK,07 TO 09,110,Improved,2001,79 years 11 months,470000,ANCHORVALE COURT,34442.68408,41055.30733,1.387563418,103.891211,564.1170948,12355.08634,502.088574
2020-08,SENGKANG,5 ROOM,305D ANCHORVALE LINK,16 TO 18,110,Improved,2002,80 years 06 months,438000,ANCHORVALE PLACE,34007.41595,41217.84353,1.38903343,103.8872999,943.7347347,12360.78999,525.9432797
2020-08,SENGKANG,5 ROOM,333A ANCHORVALE LINK,07 TO 09,112,Improved,2015,93 years 10 months,585000,ANCHORVALE ISLES,34404.5239,41842.70147,1.394684333,103.8908683,612.124604,13085.47646,291.6861399
2020-08,SENGKANG,5 ROOM,326C ANCHORVALE RD,04 TO 06,113,Premium Apartment,2015,93 years 08 months,540000,ANCHORVALE HORIZON,34092.59674,41956.89537,1.395717128,103.8880654,939.2751213,13093.47947,516.3210301
2020-08,SENGKANG,5 ROOM,315C ANCHORVALE RD,01 TO 03,110,Premium Apartment,2003,81 years 10 months,405000,ANCHORVALE GARDENS,34090.86675,41583.92777,1.392344145,103.8880498,830.5582269,12736.61509,321.4800704
2020-08,SENGKANG,5 ROOM,315A ANCHORVALE RD,16 TO 18,110,Premium Apartment,2003,81 years 09 months,465000,ANCHORVALE GARDENS,34198.66923,41539.44981,1.39194188,103.8890185,720.1279202,12729.18191,212.6079393
2020-08,SENGKANG,5 ROOM,330B ANCHORVALE ST,13 TO 15,112,Improved,2015,94 years,6.00E+05,ANCHORVALE HARVEST,34334.65474,42049.84829,1.396557709,103.8902405,796.0311214,13259.23901,505.9287463
2020-08,SENGKANG,5 ROOM,329B ANCHORVALE ST,16 TO 18,112,Improved,2015,94 years,580000,ANCHORVALE HARVEST,34248.55092,41961.95085,1.395762815,103.8894668,808.4574275,13147.65077,442.5037898
2020-08,SENGKANG,5 ROOM,331B ANCHORVALE ST,04 TO 06,112,Improved,2015,94 years,540000,ANCHORVALE HARVEST,34321.84742,41951.95942,1.39567244,103.8901254,742.82813,13161.90338,411.35343
2020-08,SENGKANG,5 ROOM,290B COMPASSVALE CRES,01 TO 03,110,Improved,2001,80 years 04 months,420000,COMPASSVALE LODGE,35089.45478,42102.38624,1.397032668,103.897023,618.3961341,13572.78731,565.8082289
2020-08,SENGKANG,5 ROOM,204B COMPASSVALE DR,07 TO 09,110,Improved,2001,79 years 07 months,450000,HDB-SENGKANG,34802.98453,41008.02611,1.387135742,103.8944486,497.2584831,12444.65747,674.4062783
2020-08,SENGKANG,5 ROOM,204C COMPASSVALE DR,01 TO 03,110,Improved,2001,79 years 05 months,420000,HDB-SENGKANG,34844.43394,41055.62466,1.387566196,103.8948211,465.4704439,12504.84487,662.3937065
2020-08,SENGKANG,5 ROOM,207C COMPASSVALE LANE,04 TO 06,110,Improved,2005,83 years 06 months,448000,COMPASSVALE CREST,35192.89873,40732.33965,1.38464244,103.8979522,572.542737,12347.13912,1137.651819
2020-08,SENGKANG,5 ROOM,268C COMPASSVALE LINK,13 TO 15,111,Premium Apartment,2006,84 years 06 months,535000,COMPASSVALE ARCADIA,34970.94333,40746.11361,1.384767061,103.8959578,379.6702233,12268.48273,986.7298457
2020-08,SENGKANG,5 ROOM,268A COMPASSVALE LINK,07 TO 09,110,Premium Apartment,2006,84 years 06 months,535000,COMPASSVALE ARCADIA,35047.7477,40679.95122,1.384168694,103.8966479,418.1087956,12238.92362,1085.459443
2020-08,SENGKANG,5 ROOM,248 COMPASSVALE RD,04 TO 06,116,Improved,2000,78 years 11 months,460000,MULTI STOREY CAR PARK,35276.3485,41638.99452,1.392841876,103.8987023,380.1690244,13214.43454,869.8227708
2020-08,SENGKANG,5 ROOM,298D COMPASSVALE ST,16 TO 18,114,Premium Apartment,2001,80 years 01 month,458000,COMPASSVALE GREEN,35524.27143,41967.93647,1.395816643,103.9009302,760.1332305,13617.22518,708.5209554
2020-08,SENGKANG,5 ROOM,291A COMPASSVALE ST,07 TO 09,110,Improved,2001,79 years 10 months,415000,COMPASSVALE LODGE,35191.70614,41945.76701,1.395616235,103.8979418,515.1192765,13465.60226,695.0969063
2020-08,SENGKANG,5 ROOM,291B COMPASSVALE ST,10 TO 12,110,Improved,2002,80 years 06 months,435000,COMPASSVALE LODGE,35253.55622,41968.83857,1.395824871,103.8984976,569.0497285,13510.8918,666.3954117
2020-08,SENGKANG,5 ROOM,292B COMPASSVALE ST,10 TO 12,110,Improved,2002,80 years 05 months,435000,COMPASSVALE LODGE,35281.09624,41921.70315,1.395398588,103.898745,549.2306011,13477.88236,713.1511431
2020-08,SENGKANG,5 ROOM,299A COMPASSVALE ST,16 TO 18,122,Premium Apartment,2001,80 years,440000,COMPASSVALE GREEN,35713.75146,42014.89997,1.396241314,103.9026328,926.6327336,13737.93202,753.7171
2020-08,SENGKANG,5 ROOM,233 COMPASSVALE WALK,10 TO 12,123,Improved,1999,78 years,460000,COMPASSVALE PLAINS,35501.05265,41318.21606,1.389940815,103.9007214,614.6078454,13011.84843,1115.550848
2020-08,SENGKANG,5 ROOM,224C COMPASSVALE WALK,04 TO 06,121,Improved,1999,77 years 08 months,470000,COMPASSVALE VISTA,35212.47004,41169.12609,1.388592573,103.8981282,453.6417742,12755.69209,889.9372335
2020-08,SENGKANG,5 ROOM,229 COMPASSVALE WALK,04 TO 06,121,Improved,1999,78 years 02 months,430000,COMPASSVALE PLAINS,35504.65506,41177.06414,1.388664288,103.9007537,676.479751,12884.64266,1157.450629
2020-08,SENGKANG,5 ROOM,228A COMPASSVALE WALK,10 TO 12,115,Improved,2000,78 years 06 months,470000,COMPASSVALE COURT,35573.14024,41043.81718,1.387459233,103.9013691,806.9269882,12792.97396,1270.336594
2020-08,SENGKANG,5 ROOM,405A FERNVALE LANE,10 TO 12,112,Premium Apartment,2004,82 years 07 months,435000,FERN SPRING,32511.6271,41194.53615,1.388822916,103.873859,2243.871252,11939.31892,469.9137292
2020-08,SENGKANG,5 ROOM,403D FERNVALE LANE,22 TO 24,115,Premium Apartment,2004,82 years 10 months,465000,FERN SPRING,32435.93604,41127.79927,1.388219384,103.8731789,2297.970573,11857.96568,559.4938724
2020-08,SENGKANG,5 ROOM,404B FERNVALE LANE,22 TO 24,112,Premium Apartment,2004,82 years 09 months,462500,FERN SPRING,32476.79564,41136.33188,1.388296543,103.873546,2260.817287,11874.7627,536.5990673
2020-08,SENGKANG,5 ROOM,415C FERNVALE LINK,04 TO 06,112,Improved,2016,94 years 06 months,538000,FERNVALE RIVERBOW,33250.8084,41249.49824,1.38931985,103.8805012,1577.467624,12168.54477,712.014991
2020-08,SENGKANG,5 ROOM,415C FERNVALE LINK,19 TO 21,113,Improved,2016,94 years 06 months,620000,FERNVALE RIVERBOW,33250.8084,41249.49824,1.38931985,103.8805012,1577.467624,12168.54477,712.014991
2020-08,SENGKANG,5 ROOM,415C FERNVALE LINK,13 TO 15,113,Improved,2016,94 years 05 months,640000,FERNVALE RIVERBOW,33250.8084,41249.49824,1.38931985,103.8805012,1577.467624,12168.54477,712.014991
2020-08,SENGKANG,5 ROOM,468B FERNVALE LINK,13 TO 15,113,Improved,2016,95 years 01 month,538000,FERNVALE LEA,32973.60049,42149.01401,1.397454794,103.8780104,2047.642775,12977.92235,603.9022284
2020-08,SENGKANG,5 ROOM,415C FERNVALE LINK,19 TO 21,113,Improved,2016,94 years 06 months,610000,FERNVALE RIVERBOW,33250.8084,41249.49824,1.38931985,103.8805012,1577.467624,12168.54477,712.014991
2020-08,SENGKANG,5 ROOM,430D FERNVALE LINK,13 TO 15,112,Improved,2015,93 years 09 months,570000,FERNVALE RIDGE,32972.81909,41858.42154,1.394826781,103.8780033,1976.443218,12693.04599,386.2107498
2020-08,SENGKANG,5 ROOM,415A FERNVALE LINK,07 TO 09,113,Improved,2016,94 years 05 months,558000,FERNVALE RIVERBOW,33129.96762,41219.11366,1.389045084,103.8794153,1673.171457,12107.44728,634.6462694
2020-08,SENGKANG,5 ROOM,416C FERNVALE LINK,07 TO 09,113,Improved,2016,94 years 05 months,555000,FERNVALE RIVERBOW,33266.71422,41302.53359,1.389799479,103.8806441,1588.553782,12224.24299,697.9562616
2020-08,SENGKANG,5 ROOM,440C FERNVALE LINK,07 TO 09,113,Improved,2015,93 years 11 months,551800,FERNVALE GARDENS,32990.37395,41605.83961,1.392542518,103.878161,1930.205397,12450.06098,335.7335877
2020-08,SENGKANG,5 ROOM,412B FERNVALE LINK,04 TO 06,114,Premium Apartment,2004,82 years 09 months,428888,CORAL VALE,32967.88451,41294.30306,1.389725098,103.8779589,1852.040899,12140.23796,466.1334932
2020-08,SENGKANG,5 ROOM,430A FERNVALE LINK,10 TO 12,112,Improved,2015,93 years 09 months,540000,FERNVALE RIDGE,33030.00933,41752.6446,1.393870162,103.8785172,1903.722538,12603.04385,390.9669695
2020-08,SENGKANG,5 ROOM,416C FERNVALE LINK,07 TO 09,112,Improved,2016,94 years 05 months,560000,FERNVALE RIVERBOW,33266.71422,41302.53359,1.389799479,103.8806441,1588.553782,12224.24299,697.9562616
2020-08,SENGKANG,5 ROOM,416A FERNVALE LINK,07 TO 09,113,Improved,2016,94 years 05 months,575000,FERNVALE RIVERBOW,33190.97713,41392.37241,1.390611963,103.8799636,1699.20204,12291.70179,589.3975087
2020-08,SENGKANG,5 ROOM,407B FERNVALE RD,10 TO 12,110,Premium Apartment,2005,83 years 06 months,448000,FERN VIEW,32655.06759,41213.83123,1.388997392,103.875148,2113.434841,11989.03438,427.6754764
2020-08,SENGKANG,5 ROOM,435C FERNVALE RD,07 TO 09,113,Premium Apartment,2013,91 years 11 months,518000,FERNVALE RESIDENCE,32851.48204,41722.74458,1.393599788,103.876913,2077.634342,12532.26881,212.7867051
2020-08,SENGKANG,5 ROOM,406B FERNVALE RD,07 TO 09,110,Premium Apartment,2004,83 years 04 months,410000,FERN VIEW,32563.25214,41150.9455,1.38842869,103.8743229,2181.750872,11907.32783,499.7162271
2020-08,SENGKANG,5 ROOM,407A FERNVALE RD,10 TO 12,110,Premium Apartment,2005,83 years 05 months,478000,FERN VIEW,32668.87805,41133.23797,1.388268533,103.8752721,2075.438349,11912.96111,508.966205
2020-08,SENGKANG,5 ROOM,472C FERNVALE ST,13 TO 15,113,Improved,2016,95 years 01 month,608000,FERNVALE RIVERGROVE,33324.92649,42023.04599,1.396315522,103.8811673,1674.31066,12939.72843,772.5696846
2020-08,SENGKANG,5 ROOM,471A FERNVALE ST,13 TO 15,113,Improved,2016,95 years 01 month,570000,FERNVALE RIVERGROVE,33276.86296,41992.68393,1.396040947,103.8807354,1711.222222,12897.95563,715.6631998
2020-08,SENGKANG,5 ROOM,148 RIVERVALE CRES,07 TO 09,122,Improved,1999,78 years,440000,RIVERVALE PLACE,35998.9997,41409.05037,1.390762155,103.9051958,1085.689666,13310.96854,1421.976413
2020-08,SENGKANG,5 ROOM,157D RIVERVALE CRES,07 TO 09,110,Premium Apartment,2003,82 years 03 months,407000,RIVERVALE VIEW,36298.73264,41113.21165,1.388086614,103.9078891,1437.687504,13185.64862,1833.383286
2020-08,SENGKANG,5 ROOM,142 RIVERVALE CRES,13 TO 15,116,Improved,1999,78 years 03 months,440000,RIVERVALE PLACE,35988.66094,41374.99284,1.390454154,103.9051029,1079.248186,13275.69363,1446.656362
2020-08,SENGKANG,5 ROOM,158A RIVERVALE CRES,07 TO 09,111,Premium Apartment,2003,82 years 03 months,435000,RIVERVALE VIEW,36185.2156,41183.26559,1.388720188,103.9068691,1309.486133,13194.27868,1712.723976
2020-08,SENGKANG,5 ROOM,183C RIVERVALE CRES,10 TO 12,110,Improved,2003,81 years 09 months,405000,HDB-SENGKANG,36379.22175,41429.65885,1.390948423,103.9086124,1463.297668,13504.35199,1630.823978
2020-08,SENGKANG,5 ROOM,183B RIVERVALE CRES,10 TO 12,110,Improved,2003,81 years 10 months,410000,HDB-SENGKANG,36347.75824,41469.22416,1.391306246,103.9083297,1430.130843,13524.75287,1580.185342
2020-08,SENGKANG,5 ROOM,121 RIVERVALE DR,01 TO 03,109,Improved,2000,79 years 01 month,388000,RIVERVALE BANK,35953.7052,40993.85282,1.387007272,103.9047887,1159.45977,12918.01967,1642.355195
2020-08,SENGKANG,5 ROOM,144 RIVERVALE DR,13 TO 15,116,Improved,1999,78 years 05 months,438000,RIVERVALE PLACE,36080.74374,41232.96971,1.389169723,103.9059303,1195.953995,13190.2016,1616.414999
2020-08,SENGKANG,5 ROOM,116A RIVERVALE DR,10 TO 12,115,Improved,2000,79 years,422000,RIVERVALE EDGE,35669.93365,40491.07189,1.382460381,103.9022387,1015.528472,12338.08139,1651.763088
2020-08,SENGKANG,5 ROOM,186D RIVERVALE DR,04 TO 06,109,Improved,2001,79 years 05 months,390000,RIVERVALE GATEWAY,36026.39988,41703.97262,1.393429316,103.9054421,1124.82496,13588.97678,1191.699578
2020-08,SENGKANG,5 ROOM,193 RIVERVALE DR,07 TO 09,111,Improved,2001,79 years 08 months,405000,RIVERVALE HAVEN,35636.84497,41687.39866,1.393279532,103.9019417,739.9201027,13406.17377,1012.436905
2020-08,SENGKANG,5 ROOM,121B RIVERVALE DR,16 TO 18,110,Improved,2000,78 years 11 months,394000,RIVERVALE BANK,35958.83348,40921.48703,1.386352821,103.9048348,1198.471445,12855.72301,1673.477437
2020-08,SENGKANG,5 ROOM,123C RIVERVALE DR,07 TO 09,115,Improved,1999,78 years,418000,RIVERVALE GROVE,35668.07774,40927.63752,1.386408522,103.9022221,953.1235652,12729.55077,1406.074156
2020-08,SENGKANG,5 ROOM,186D RIVERVALE DR,01 TO 03,109,Improved,2001,79 years 05 months,380000,RIVERVALE GATEWAY,36026.39988,41703.97262,1.393429316,103.9054421,1124.82496,13588.97678,1191.699578
2020-08,SENGKANG,5 ROOM,187B RIVERVALE DR,10 TO 12,110,Improved,2000,79 years 04 months,399000,RIVERVALE GATEWAY,36071.51809,41800.01892,1.394297911,103.9058476,1189.105424,13695.65655,1148.135566
2020-08,SENGKANG,5 ROOM,192A RIVERVALE DR,13 TO 15,115,Improved,2000,79 years 01 month,438000,RIVERVALE GATEWAY,35806.70287,41803.06086,1.394325494,103.903468,935.4605422,13583.48095,982.9703405
2020-08,SENGKANG,5 ROOM,125 RIVERVALE ST,16 TO 18,122,Improved,1999,77 years 08 months,470000,RIVERVALE PLAINS,35759.62305,41210.91591,1.388970364,103.9030448,894.3263179,13025.82026,1392.062918
2020-08,SENGKANG,5 ROOM,101 RIVERVALE WALK,13 TO 15,120,Improved,1999,77 years 07 months,425000,RIVERVALE COURT,35339.78244,40524.6672,1.38276429,103.899272,684.4499215,12220.8494,1390.954346
2020-08,SENGKANG,5 ROOM,280B SENGKANG EAST AVE,07 TO 09,112,Premium Apartment,2015,94 years,672000,COMPASSVALE ANCILLA,34540.70601,40900.34539,1.386161977,103.8920918,383.9943077,12245.40359,669.7936029
2020-08,SENGKANG,5 ROOM,323B SENGKANG EAST WAY,01 TO 03,110,Improved,2002,80 years 11 months,448000,ANCHORVALE GROVE,34591.75856,41556.44665,1.392095507,103.8925507,329.5504862,12879.59742,180.9512157
2020-08,SENGKANG,5 ROOM,325B SENGKANG EAST WAY,01 TO 03,110,Improved,2003,81 years 08 months,445000,ANCHORVALE GROVE,34383.0649,41646.33814,1.392908499,103.8906755,551.994705,12892.11543,97.95075026
2020-08,SENGKANG,5 ROOM,469B SENGKANG WEST WAY,01 TO 03,113,Improved,2016,95 years,516000,FERNVALE LEA,32937.38161,41971.84682,1.395852564,103.8776849,2034.236546,12796.00092,437.6634192
2020-08,SENGKANG,5 ROOM,469C SENGKANG WEST WAY,22 TO 24,113,Improved,2016,95 years,560000,FERNVALE LEA,32908.12594,42023.92415,1.396323537,103.877422,2075.130439,12840.43897,462.4690406
2020-08,SENGKANG,EXECUTIVE,320C ANCHORVALE DR,10 TO 12,125,Apartment,2002,80 years 07 months,580000,ANCHORVALE GROVE,34452.94438,41463.3953,1.391254015,103.8913033,467.911904,12743.10545,99.58039153
2020-08,SENGKANG,EXECUTIVE,320C ANCHORVALE DR,13 TO 15,127,Apartment,2002,80 years 07 months,598000,ANCHORVALE GROVE,34452.94438,41463.3953,1.391254015,103.8913033,467.911904,12743.10545,99.58039153
2020-08,SENGKANG,EXECUTIVE,312A ANCHORVALE LANE,07 TO 09,127,Premium Apartment,2002,81 years 03 months,508000,ANCHORVALE VISTA,33768.78344,41516.42514,1.391733742,103.8851556,1149.499214,12572.4588,643.1132239
2020-08,SENGKANG,EXECUTIVE,302C ANCHORVALE LINK,04 TO 06,130,Apartment,2001,80 years 03 months,550000,ANCHORVALE COURT,34324.95122,41112.383,1.388079615,103.8901531,667.4776008,12367.27605,451.8565208
2020-08,SENGKANG,EXECUTIVE,306B ANCHORVALE LINK,16 TO 18,125,Apartment,2001,80 years 04 months,585000,ANCHORVALE PLACE,34153.68555,41288.50783,1.389672461,103.8886142,797.0438058,12475.85016,370.200264
2020-08,SENGKANG,EXECUTIVE,317D ANCHORVALE RD,10 TO 12,125,Premium Apartment,2003,81 years 08 months,612000,HDB-SENGKANG,34077.57786,41707.9956,1.393466172,103.8879304,863.5129635,12850.82316,367.969386
2020-08,SENGKANG,EXECUTIVE,202A COMPASSVALE DR,10 TO 12,130,Apartment,2001,79 years 10 months,635000,COMPASSVALE SOUTH GATE,34657.7105,41143.37838,1.388359852,103.8931432,453.5516392,12515.99778,480.6540821
2020-08,SENGKANG,EXECUTIVE,205A COMPASSVALE LANE,10 TO 12,144,Maisonette,1999,78 years,726000,COMPASSVALE PLACE,35083.21652,40886.87009,1.386039984,103.8969667,554.5582461,12443.52997,949.6649455
2020-08,SENGKANG,EXECUTIVE,203D COMPASSVALE RD,01 TO 03,130,Apartment,2001,79 years 05 months,570000,HDB-SENGKANG,34922.80117,41016.73257,1.387214452,103.8955253,498.7511544,12499.26811,744.0529625
2020-08,SENGKANG,EXECUTIVE,291C COMPASSVALE ST,04 TO 06,125,Apartment,2001,79 years 10 months,512000,COMPASSVALE LODGE,35264.47407,42024.66466,1.396329739,103.8985957,621.366866,13566.93872,609.8080633
2020-08,SENGKANG,EXECUTIVE,117B RIVERVALE DR,01 TO 03,129,Apartment,2000,78 years 11 months,528000,RIVERVALE EDGE,35701.72251,40615.63893,1.383586912,103.9025244,1049.33763,12464.15625,1599.052431
2020-08,SENGKANG,EXECUTIVE,202B SENGKANG EAST RD,07 TO 09,130,Apartment,2001,79 years 09 months,615000,COMPASSVALE SOUTH GATE,34613.15433,41117.68489,1.3881275,103.8927429,500.7822349,12475.50463,482.7242517
2020-08,SENGKANG,EXECUTIVE,122C SENGKANG EAST WAY,16 TO 18,131,Apartment,2000,78 years 11 months,578000,RIVERVALE BANK,36104.5042,41049.28091,1.387508502,103.9061438,1274.465873,13037.31118,1767.963908
2020-08,SERANGOON,3 ROOM,2 LOR LEW LIAN,04 TO 06,73,Improved,1983,61 years 11 months,340000,HDB-LORONG LEW LIAN,32714.35803,36968.92274,1.350607956,103.8756801,254.8210455,7896.368456,975.5490506
2020-08,SERANGOON,3 ROOM,303 SERANGOON AVE 2,10 TO 12,70,Improved,1984,63 years 04 months,370000,CHUAN VILLAGE,31753.4267,37287.98379,1.353493566,103.8670455,384.1394017,7935.23058,1452.872253
2020-08,SERANGOON,3 ROOM,237 SERANGOON AVE 3,04 TO 06,64,Simplified,1985,64 years 04 months,365000,HDB-SERANGOON,32097.20183,37323.19774,1.353811983,103.8701346,596.0744827,8051.623848,1568.641992
2020-08,SERANGOON,3 ROOM,221 SERANGOON AVE 4,01 TO 03,71,New Generation,1984,63 years 04 months,280000,HDB-SERANGOON,32283.74856,37913.0159,1.359146061,103.8718109,1068.834348,8673.48288,1566.04224
2020-08,SERANGOON,3 ROOM,221 SERANGOON AVE 4,07 TO 09,67,New Generation,1984,63 years 04 months,330000,HDB-SERANGOON,32283.74856,37913.0159,1.359146061,103.8718109,1068.834348,8673.48288,1566.04224
2020-08,SERANGOON,3 ROOM,203 SERANGOON CTRL,01 TO 03,64,Simplified,1986,64 years 06 months,295000,HDB-SERANGOON,32448.24358,37131.51339,1.352078409,103.8732889,265.7972006,7965.280141,1224.511678
2020-08,SERANGOON,3 ROOM,206 SERANGOON CTRL,10 TO 12,64,Simplified,1985,64 years 05 months,362000,HDB-SERANGOON,32459.74829,37285.94866,1.353475064,103.8733923,419.8524279,8116.940398,1361.585323
2020-08,SERANGOON,3 ROOM,206 SERANGOON CTRL,01 TO 03,64,Simplified,1985,64 years 04 months,343000,HDB-SERANGOON,32459.74829,37285.94866,1.353475064,103.8733923,419.8524279,8116.940398,1361.585323
2020-08,SERANGOON,3 ROOM,209 SERANGOON CTRL,07 TO 09,64,Simplified,1985,64 years 02 months,380000,HDB-SERANGOON,32556.543,37393.63328,1.354448911,103.8742621,533.2829162,8249.653168,1430.456812
2020-08,SERANGOON,3 ROOM,210 SERANGOON CTRL,04 TO 06,64,Simplified,1985,64 years 01 month,350000,HDB-SERANGOON,32487.30414,37446.80444,1.354929782,103.8736399,581.3445059,8279.700905,1503.041713
2020-08,SERANGOON,3 ROOM,206 SERANGOON CTRL,01 TO 03,64,Simplified,1985,64 years 04 months,326000,HDB-SERANGOON,32459.74829,37285.94866,1.353475064,103.8733923,419.8524279,8116.940398,1361.585323
2020-08,SERANGOON,3 ROOM,106 SERANGOON NTH AVE 1,04 TO 06,60,Improved,1984,63 years 01 month,238000,HWI YOH COURT,32173.78198,39140.23662,1.370244621,103.870823,1941.016974,9846.748036,523.3797121
2020-08,SERANGOON,4 ROOM,425 SERANGOON AVE 1,07 TO 09,103,Model A,1989,67 years 10 months,610800,HDB-SERANGOON ESTATE,32817.30882,36694.53054,1.348126435,103.8766051,380.422869,7674.229693,682.0151462
2020-08,SERANGOON,4 ROOM,403 SERANGOON AVE 1,04 TO 06,103,Model A,1988,67 years 05 months,578000,HDB-SERANGOON ESTATE,32359.79475,36512.83117,1.346483281,103.872494,378.5767417,7345.884362,785.9959909
2020-08,SERANGOON,4 ROOM,307 SERANGOON AVE 2,01 TO 03,95,New Generation,1985,64 years 02 months,448888,CHUAN VILLAGE,31756.00725,37413.44337,1.354628177,103.8670687,467.0017859,8059.085036,1496.104637
